tweet,label
Is it true that Trudeau sold the Bc port that can ship bitumen just before he called #elxn43 #elxn2019 ?   #pnpcbc what was he preparing for?,4.0
"""I just want vaccines to be studied"" says RFK Jr Yes Bobby..it's an absolute mystery as to whether they work",1.0
The 2nd Amendment is non-negotiable. Shall not be infringed means SHALL NOT BE INFRINGED!,5.0
"AOC is the answer to democrats problems.
Being gay isn’t a lifestyle. It’s who people are. Respect that.",1.0
"There is no such thing as pro choice. You are pro life or pro death. 

There is no grey area when it comes to abortion.",5.0
---RFK Jr. So what vaccine schedule should I have received? His answer was dangerous. I will be voting no.,2.0
"Well done .  #elxn43 #cdnpoli    The CPC and their supporters/apologists have been baselessly accusing numerous outlets and journos of being on the Liberal/Trudeau payroll while it seems WK, a Toronto Sun columnist, actually was all along.",2.0
"Bernie Sanders is healthcare a human right ?

Me : But Democrats are denying healthcare to babies who survive an abortion so apparently Democrats are sick hypocrites",5.0
"people have been threatened about their vote. They’ve been intimidated by their vote. That folks have been having donors call and say that we’re going to pull funding because of their vote. Folks in this party, there will be no tolerance for that type of behavior.",3.0
", is not only disgusting for its fruitlessness...it also blatantly shows she's an asshat weakly trying to get him to slip.",3.0
This sounds like a dystopic nightmare.,3.0
"It takes a lot of courage to speak up supporting what's right in front of powerful people. Indeed, it is nothing less than heroic.  May she gets the support of the people.  #LGBTQ #BirthrightCitizenship",2.0
Canadians deserve a better government that CARE about people &amp; care about justice. Don't support,2.0
"Maybe I'm overly sensitive bc of my line of work, but why does *every single part* of this economy feel like an obstacle course? Booking a flight, seeing a doctor, getting insurance, finding housing,",3.0
Or making our educational system better? Or housing more affordable or food more affordable?? Your even failed getting rid of the carbon taxes so please cut the crap you’ve never protect us the Ontario citizens ever living id too expensive eating is too expensive thanks to you,4.0
"Congratulations, America, on elected a fucking idiot. ",1.0
"[red light emoji] BREAKING: The State Department has replaced LGBTQ with LGB. I repeat, Donald Trump has granted us the divorce that we have been wanting for so long. EVERY DAY IS CHRISTMAS.",4.0
"Bishop Budde squandered a unifying moment by lecturing instead of inspiring. Her political stance over spiritual guidance reflects ideals not aligned with Christian values of love, unity, and humility.",5.0
"I never thought the day would come where Trudeau would appear more racist than Trump.   And before my mentions light up, show me pics of Trump in blackface and I will gladly delete this tweet.   #cdnpoli #elxn43",4.0
"Rosie Barton reporting this is like Justin Trudeau reporting it. Go away, Rosie. #elxn43 #cdnpoli",5.0
"if you’re on birth control, congratulations you are pro choice.",2.0
"Every major economic power, from China to the EU, uses tariffs to their advantage. It’s time we did the same!",5.0
"Proud to join  and more than 1,000 #Liberals at the Vaughan rally last night. Justins message was clear:To stop a Conservative government you need to elect a Liberal government. Well said! #ChooseForward #elxn43",2.0
"yet ends the practice. 

When it comes to politics it's more important what you do than what you claim to believe. I support RFK Jr. has head of Health and Human Services.",5.0
"Some government websites have gone dark.

Climate change is being removed from government sites.

Nonpolitical workers are being fired from government jobs.

Americans are being cut off from information.

This is what authoritarianism looks like.",1.0
"As you listen to Donald Trump babbling about all the things the elite military helicopter pilot 'could have done' to avoid disaster, it's worth noting that Trump can barely drive a golf buggy",1.0
"VOTE, VOTE, VOTE!   This is an incredibly important election - and your voice matters. Remember to vote this Monday, October 21st!    #ChooseForward #RichmondHill #elxn43 #cdnpoli #TeamJowhari #TeamTrudeau #Oct21",3.0
"Protests are all they are waiting for. At the first sign of an organized protest, Trump/Musk will call it an “insurrection” and bring the military into their fascist takeover.",1.0
"RFK Jr. wants evidence that vaccines do not cause autism.  The evidence is there. He refuses to see it.
My mind was made up in 2015. Scheer could kick the shit out of Trudeau and I would still vote Conservative. That is a bad analogy but it is my story. #TrudeauMustGo #twatwaffle #cdnpoli #elxn43
No one leaves their home and risks their life unless they have no other choice. We need to stop demonizing immigrants and start addressing why they flee their countries in the first place.",3.0
"I don’t give a damn what the orange idiot says.  I’m celebrating Black History month.
The Bloc Qubcois just want to keep taking more from us here in Alberta and  &amp;  encourage the discourse and division.  Andrew if Alberta has to separate I will be apart of that movement.   #elxn43",1.0
fight,3.0
"Don’t mess with Canada. We have what the world wants and will sell to those who do.
I dont want to dream big I want reality. Aho! #ChooseForward #Indigenous #BC #climatestrikecanada #MotherEarth #elxn43",2.0
#ProtectOntarioFromDougFord,1.0
We're supposed to believe this? LOL Coming from a party &amp; 'leader' who's main claim to fame is lying! #TrudeauMustGo #elxn43,4.0
Musk is hacking government computers now. You don't think he HACKED the election results??,3.0
"Biden was better.
#Canadian Politics Today  #elxn43 #CANADA #POLITICS #NEWS #cdnpoli #canpoli #polcan #nlpoli #PEIpoli #nspoli #nbpoli #polqc #qcpoli #onpoli #mbpoli #skpoli #abpoli #bcpoli #ykpoli #NWTpoli #cpc #lpc #ndp #gpc #Trudeau #ScheerLies #StopScheer #scheer",2.0
why is doug ford texting me,3.0
"Foreign companies exploit cheap labor and sell back to us with zero consequences. Tariffs fix that!
Lower taxes and better military …ya why would we want that — #LFG #51State",3.0
Barack Obama lives RENT FREE in Donald Trump head! It’s not normal for a man to be THIS obsessed with another man! This is insane  #TrumpisaNationalDisgrace,1.0
"Canada needs a minimum education requirement, minimum years expertise, or be over 65 with vast brain-stuff capabilities for some capacities.  #scicomm #cdnpoli #education #votescience #elxn43 #publicsafety #security #economics #innovation #greeneconomy",3.0
Today Trudeau cited Perry Bellegarde's support at a rally ... somehow I don't think he has actually endorsed Trudeau #elxn43,4.0
loses,3.0
The disappearance of Ellen Page remains a great unsolved mystery.,4.0
What is the right age to start teaching your kid about gun safety/ how to shoot?,5.0
"#cdnpoli #elxn43 Trudeau didn't cheat to get nominated. Scheer would be in jail, if he had committed resume fraud in Ireland where a man got 2 years in jail for lying on his resume. Scheer got the leadership of the party. Goes to show how low they are.",1.0
"We can’t have a welfare state and open borders at the same time. If you want social programs, you need immigration control!",4.0
"Once again, Trump's response to a substantial tragedy/loss for Americans is to point his smelly finger at others and to blame women, brown people, and black people.  This is not what leaders do.  This is what bottom-feeders do. #TrumpIsUnfitForOffice #TrumpisaNationalDisgrace",1.0
"Big government is the problem, not the solution. We need fewer regulations, lower taxes, and more freedom!",2.0
"Healthcare, education, rent control, housing Elon Musk in Ontario politics! And yet beer in corner stores, bribes, useless construction contracts. And doug is not going to deal with the felon…most important his current mandate ends in ‘26. This is to bury the police report!",2.0
I think the biggest thing the media is ignoring about #elxn43 is that Jagmeet is objectively more handsome than Trudeau.,3.0
"For all the talk about ‘illegal immigration,’ more people are overstaying visas than crossing the border. But sure, keep obsessing over the wall!",2.0
we need to do more,3.0
"Instead of calling an election, Justin Trudeau suspended Parliament for 3 months to avoid accountability.
",4.0
"Joe Biden wasn’t perfect.

But he wasn’t trying to bankrupt you.

This fool in office just said that he’s considering 50% tariffs..",1.0
Scheer Lies #460  Scheer is saying that  is talking about a coalition with Singh. This is not true  but it is very likely if a minority is elected so 7/10. Scheer hope's to scare people away from both the Liberals and NDP with this lie. #elxn43  #CPC_HQ,2.0
"I’m pro life because more babies have been murdered since 1980 than people who died in every war ever since the beginning of history
Someone recently asked me why Americans should care about a country on the other side of the world.",4.0
"roommate just got affordable housing in a walkable neighborhood, safe to say he’s pretty excited",1.0
"We wanted Trump to Pump the market for us and be a Crypto legend.

Instead he and his wife launched shitcoin, Dumped on all of Crypto investors, now imposed Tarrif on imports and Dumping the market further.

Too much power?",3.0
"Democrats love open borders because they see illegal immigrants as future voters. It’s all about power, not compassion.",4.0
"DEI Doug Ford doubles down on Liberal politics with his government vowing to improve and expand DEI in Ontario. While Ontarians struggle with affordability, Doug Ford prioritizes DEI and corporate welfare. Doug ford is as Liberal as they come.",4.0
"41% of all births in the US are covered by Medicaid. Overnight, Republicans are destroying healthcare for millions of Americans - and it isn’t just Trump.  Republican majorities in the House and the Senate are backing this illegal sabotage. They are ALL in on it. Every one.",1.0
"I've already voted in the advance polls. Now, I'm sure all of you got better things to do, including voting, than dealing with the usual anti-Trudeau BS spewed by the CPC and PPC and their benevolent supporters.  #elxn43 #IStandWithTrudeau",4.0
Who is Pierre Polievre? A man who followed his dream and achieved it on his own merit not his last name. Our next Prime Minister.,5.0
"How many people have resigned because they did videos that became viral due to politics? Of course it is always the GOP that takes the stupid high road but still did you even watch her video? It was a joke, a play on Elon Musk being attacked, because it’s all so ridiculous.",4.0
Jesus Christ. Donald Trump says he wants to be able to deport US citizens. He should start with himself.,1.0
under questioning by senators on Thursday.,3.0
After 8 years of the Liberals,3.0
"The son of Dr. Martin Luther King, just gave his endorsement for my PM !    Thank you, thank you Sir, it's very much appreciated up here north of the 49th parallel. We love you.   #cdnpoli for the  and #ChooseForward. #elxn43",2.0
"You can’t ban evil. People who want to commit violence will find a way. Let’s focus on mental health, not gun bans!",5.0
"RFK Jr. vows to reform Native healthcare, increase IHS accountability, and appoint a Native health leader. His Make America Healthy Again plan tackles key health disparities. NASP supports prioritizing tribal health & sovereignty. #NativeHealth #RFK",2.0
"Any clarity on terrorist rallies? #khalistan #terrorism #jagmeetsingh #trudeaublackface #talwinderparwar  #bhindranwala #elxn43 #airindiaflight182
We have a housing crisis in Canada. None of the government’s housing programs can offset the macroeconomic mistakes it has made over the last 8 years.
I will never forget what Doug Ford did to us here in Ontario during Covid with his best friend Trudeau. His actions were authoritarian and un-Canadian. He continues to bring us down. It's embarrassing that there's nobody in this province who can seriously challenge him.
The rise of Pierre Pollievre  began even before the tax tricks this year.  And the minority government of the Liberals was proof.",3.0
"Francis Collins is supposed to be a ""Pro Life Christian"" but oversaw the practice of human experimentation on aborted babies. RFK Jr. is supposed to be the most ""Pro Choice"" yet ends the practice. 

When it comes to politics it's more important what you do than what you claim to believe. I support RFK Jr. has head of Health and Human Services.",3.0
“Pro choice” isn’t about choices...It’s about getting rid of the consequences of your actions. It’s about taking away someone else’s choice to live.,5.0
The lgbtq is a terrorist organization,5.0
the babies,3.0
The reason the southeast doesn't have an amazing rail system like this is due to DEI. It's time for the Trump administration to own the libs and fix this.,4.0
Liberals have spent more in the last 3 years to 'Secure Ukraine's Borders' than they have in securing Canada's borders. That right there tells you everything you need to know about this govt and their 'priorities'...,4.0
"President Trump commits big time to eliminating government waste during his next administration. So of course, Democrat leadership is whining that they're not getting their 1,500 page spending bill before his inauguration.",4.0
"If not then those who vote Trudeau will regret the day they voted for him again &amp; I hope theyll love living under a dictator in a cultural Marxist state with a Psychopath for a leader.  #cdnpoli #elxn43 #TrudeauMustGo #TrudeauTheHypocrite #SNCLavalinScandal #TrudeauCorruption
Can we all just give him the opportunity to go back to full time acting and drama teaching #TrudeauMustGo #elxn43
TRUTH my Liberal friends need to reflect on... Liberals under Trudeau don't deserve to run Canada.  #elxn43 #cdnpoli #polqc #OttawaSouth #OttawaCentre
Reporter: Whats 2+2?  Justin Trudeau: Do you want 4 years of Doug Ford?   #elxn43 #cdnpoli
LGBTQ+ people in the US are searching for information about how to claim asylum in Canada",5.0
"I’ve been saying this since last year. Housing supply was never the real issue, speculative demand fuelled by money printing and ultra low interest rates was the issue. Why did it take them so long to report this?",4.0
Hey I know you love provincial politics #cdnpoli #elxn43 #elx43,3.0
"Excited to greet Justin Trudeau to Calgary tonight! #elxn43 #cdnpoli
We won’t recognize this country in 4 years.
Make sure you are registered to VOTE OUT DOUG FORD (making sure the just-turned 18 kid is on the list).
The economy was stronger under Trump’s tariffs. Biden’s ‘free trade’ approach is weakening America.
Imagine trying to blame LGBTQ+ people for ambulance waiting times [laughing emoji]",2.0
NATIONAL POST TRUDEAU HAS FAILED. VOTERS SHOULD TOSS HIM OUT  #OttawaCentre #OttawaSouth #elxn43 #cdnpoli #polqc #poliqc,4.0
"canada has 3 paths to proceed on:

a future like venezuela with socialism and abjust poveryt and violence

a future as part of usa

a future as a fractured group of nations that will like be very hostile to each other, some being very rich, most being very poor",4.0
"Tariffs sound good in theory, but they always backfire in practice.",2.0
"If reelected, Ford will ensure kids continue to learn this basic idea: white kids have privilege!

Their white skin colour makes them inherently evil unless they use their privileged skin colour to advance communism. 

Vote for Doug Ford!",2.0
And if he made a video on Scheers behalf put it on Ontario Proud and Canada Proud to endorse Scheer you and a few others would have said nothing. Keep up the good work Tyler! #elxn43,3.0
"Bernie Sanders is a white senator in his mid 70s from a state where incarcerated black people outnumber free black people. White privilege is thinking the revolution starts with this dude. Like...seriously. Y'all are funny
This Obama?    Two more sleeps Gerry! The Queens Park kids destructive pox on the country ends!   #TrudeauMustGo #cdnelxn2019 #elxn43 #cdnpoli
LGBTQ+ rights should not come at the expense of religious freedom.",3.0
"People are waiting years to immigrate legally, while those who cross illegally get fast-tracked to work permits and housing. How is that fair?",4.0
WTF is going on this province. Doug ford is really running a pro death campaign.,1.0
"Ontarians remember what a disaster Doug Ford has created for our province and for YOU. Remember how he has cut funding for; education, public health, the environment, tech &amp; research. Scheer is the same and will cut services to YOU the 99%. Vote Liberal or NDP #elxn43 #cdnpoli",1.0
"Labour and the Conservatives have colluded to take away your vote in May's Council Elections.
Sign the petition to save democracy.",1.0
"It is such a shame that some leaders have chosen to get tangled in petty politics. 

We should be racing against the clock to deliver services to wananchi. Use resources to empower, not to incite!",2.0
"I'm a Christian wife and mother who is sick and tired of seeing my faith weaponized as a tool for hatred and oppression. Christian nationalism is a perversion of both Christianity and the constitution. So, I just voted for Kamala.",2.0
Tariffs encourage American companies to invest in local factories instead of foreign sweatshops.,4.0
"his man has shown zero empathy for the families. He’s fixated on trying to blame DEI, Biden, and anyone else but himself and his irresponsible policies and decisions for the plane-helicopter crash in D.C. Donald Trump is a joke.",1.0
How will the Trudeau Coalition pay for this?  Hike the GST?  Jack up income tax?  Cut transfers to the provinces?  #elxn43,4.0
Red states have lower housing costs because they don’t strangle developers with useless regulations.,4.0
I have been brushing up on my pledge of Aliegance and The Star Spangled Banner. May come in handy for 2020 if my fellow Patriots vote for Groper-gate/Extremist-NoFly union.  #wakeupCanada #elxn43 #CPCMajority,4.0
"LGBTQ is a protected group  in America, they get a whole month and many days devoted to their sexual choices.. Babies in the womb are not a protected group for the most part. Deviancy is protected over little tiny babies.",5.0
"Pro-life means Pro-birth. They're anti-women's health, anti-WIC, anti-medicaid, anti-universal healthcare, anti-parental leave, and pro-death penalty. Pro-life my ass.",1.0
Why is this arrogance ok with 30%+ of Canadians? I dont get it. #elxn43,4.0
I wonder if Trudeau is in Milton to bump himself more than help ? Shouldn't he be in ridings where he can fight the Bloq if he thinks he can win a majority? Is he really worried about the GTA? #elxn43,3.0
"Want affordable housing? Cut the red tape, lower taxes, and let the free market work!",5.0
"So…“pro-lifers”:
—Support the death penalty
—Support domestic terrorism
—Support war",1.0
"I agree Rick. Cons are destroying education, human rights, green programs, health care and social services. These issues affect the young as well. Its their future, let them have a say. #elxn43 #cdnpoli",1.0
Pro Choice,5.0
#AOC has [poop emoji] for a [brain emoji],1.0
"Two days before the election, Justin Trudeaus Liberals are back in front of the Conservatives in CBCs Canada Poll Tracker for the first time since Oct. 10, in what proves to be one of the closest in history #cdnpoli #elxn43",3.0
Pierre Pollievre will increase taxes on the middle and lower classes. He will never make the rich pay their fair share and make your lives worse.,1.0
Cancer,3.0
"If guns are the problem, why do cities with the strictest gun laws have the highest crime rates?",5.0
"1 person dies under Biden it’s the end of the world.

64 die under Trump

“Now is not the time to politicize things.”

I despise you people so much.

You don’t give a damn about humans losing life, unless the tragedy benefits you.",1.0
"Climate change is real, and we need urgent action. Renewable energy and green policies are the future!",1.0
He agreed with lockdown till mass injection. BRING IT HOME! LOST FREEDOM FILES # 1084,5.0
"Yes, free tuition is a key plank in their platform.  We cant keep straddling our young people with huge debt.  Several progressive countries have free tuition, and even provide some living expenses and books. #cdnpoli #elxn43 #Election2019 #education #ClimateCrisis",1.0
we are being gaslit by other prolifers saying prolife isn’t against contraception,5.0
"is admitting that he will DESTROY #Canada's industry sector, just as Trudeau is doing. NO Canadian should be voting for someone who cares nothing for Canada's resources &amp; workers #cdnpoli #onpoli #elxn43 #NeverNDP #TrudeauMustGo #Scheer4PM",5.0
"Yappers going into the 3rd quarter with 73%. Donators falling by 1% in the last hour it’s not looking too good out there guys. Hopefully the pro lifers can put their money where their mouth is and bring up the yes percentage by the next quarter. Stay tuned!
Why are we promoting pride flags in schools but banning the American flag?",4.0
Do. Not. Believe. Him. 's promises to not re-open the abortion debate are nothing but  #ScheerLies! #elxn43 #ChooseForwardWithTrudeau,1.0
Women need to wake up and realize that if you're gonna get a man of wealth and status you won't have him to yourself...,3.0
"Nova Scotia was swept by the Liberals in 2015, but the chance of a repeat doesn't look good for Trudeau. #elxn43 #cdnpoli",4.0
"It is definitely on their agenda. I am 60 and had access to healthcare, including abortion, for my entire adult life. I want every woman to have the same access to healthcare that I did for eternity.  #prochoice  #MyBodyMyChoice  #TeamTrudeau  #elxn43",2.0
"BREAKING: JD Vance proposes an amendment to make Election Day a national holiday, requiring in-person voting with paper ballots and ID for registered U.S. citizens.",4.0
"Pierre Pollievre mocks this reporter as he asks silly questions and destroys him in the process [apple emoji]
I’m definitely pro choice but it gets too a point. Saying she should abort a almost 6 month old baby because of a man doing something is actually disgusting Broken homes only happen if allow them ! I grew up with living with my mom only and I never knew it was so “wrong” or weird
Unless Canada gets a leader like Javier Gerardo Milei and Donald J Trump willing to really change the way our system works and gets rid of all the useless and unnecessary spending how can you blame Canadians.  I hope @PierrePoilievre can but i doubt it.",4.0
", I feel that his words reach not only  the bottom of bad manners but also the bottom of plain idiocy.",3.0
"will you man up and tell #Canadians your views on new #goldmining in #Canada. Your minister of the #environment appears too busy bashing others than doing her job to share the governments position. Shame  #elxn43
#ScheerRepublican #NotMyCanada KEEP #USA  #Criminals out of our #elxn43 #TrudeauMustStay #JagmeetSingh
Bill Morneau addresses the Trudeau Rally at the Milton Banquet and Conference Centre. #cdnpoli #elxn43 #ChooseForward #Trudeau",3.0
"Not looking so great now...  #cdnpoli #TrudeauMustGo #elxn43
I'm sending this out because posts for Carney are proliferating obviously the Liberals are paying trolls to post.  I stand with Pierre Pollievre",4.0
Harper derangement syndrome is still going strong with the left because thats all theyve got #elxn43 #cdnpoli #cdnelxn2019,4.0
"You have to pinch in on this graphic, and assumes that vaccines work (they don’t), but it’s a comparative risk analysis of diseases vs vaccines. And in case it’s not obvious, the risk of damage from vaccines is dramatically higher than the risk from diseases.",5.0
Canadians are about to get very jealous of the reforms starting in the US. I hope Pierre Pollievre is taking notes.,4.0
"An honour to catch up with incoming Vice-President @JDVance. At a fraught time, America is blessed to have leadership of such calibre.",4.0
"I used to consider myself a liberal. 

I think we should have empathy and kindness for all people.

Love who you love. See no color (we are all equal no matter our skin color).

Pro- women’s rights. Your body your choice. For me, it’s not my business what you do with your body",2.0
"When millions pour into the country illegally, it puts a strain on our schools, hospitals, and law enforcement. We need to put Americans first!",5.0
"If you fly into a country illegally, you get deported. If you sneak into the U.S. illegally, you get a hotel room. This is insanity!",4.0
Elon Musk is now a politician also same as they say they can’t the CCP not to meddle with USA politics via TikTok we also can’t trust USA to meddle with our politics via starlink he must sell the majority shares 30% is small that company is a threat to national security,2.0
Tariffs are how America became an industrial powerhouse in the first place!,5.0
"Immigrants pay taxes, start businesses, and contribute to society. The idea that they’re ‘stealing jobs’ is just a scare tactic used by politicians.",1.0
"Tariffs stop other nations from flooding our markets with cheap, low-quality goods.",4.0
"Atty. Luke Espiritu will always have my vote, back in the last election up to this 2025 elections! 
It took 15 seconds for him to end rodriguez and his take about death penalty! And i honestly agree with him.",2.0
"Doug Ford calling an early election in Ontario! #HadMeSeeingRed
Your President #Trump holding back tears [crying emoji] as mother talks about her daughter who was killed by an illegal immigrant [red heart emoji]",5.0
"Conservatives say they love small businesses, yet many small businesses depend on immigrant labor. Hypocrisy much?",2.0
"I hope Trump tarrifs the shit out of foreign call centers. 
I don't want to talk to a Indian lady on the phone about my credit card.",5.0
"A pair of LGBTQ rights organizations sued the Trump administration today over President Trump’s new ban on transgender Americans serving in the military.  It’s mental illness, and our military has every right to exclude them!",5.0
"So…“pro-lifers”:
—Support the death penalty
—Support domestic terrorism
—Support war",1.0
You are watching a fascist revolution in real time.,1.0
"Christianity is like just a parody of sun worship, where the Vatican  replaced the Sun with Jesus Christ and gave him  the same kind of worship that was originally given to the Sun .",1.0
"Doug Ford is the most pro-American politician in Canada.  He is on the record as being an unwavering supporter of Donald Trump. 
Ford would sell us out to Trump for an egg sandwich from Tim's and a pat on the head...",1.0
"Politics is fake.
News is fake.
Religion is fake.
Weather is fake.
Food is fake.
Wars are fake.
History is fake.

Everything they told is a lie. Remember that.",3.0
"Me too, along with thousands of other voters who are appalled by the deceitful smear campaign endorsed by . It shows he's aligned with the values of the other two #fossil fools  &amp; .     #VoteGreen2019 #ForwardTogether #elxn43 #cdnpoli",2.0
"I don’t like any politician but just want to point out that Pierre Pollievre is from Alberta, and his riding is Carleton in Ottawa. Sort of weird to be a Pierre supporter and then call someone else out for doing the same thing as Pierre.",3.0
#cancer #vaccine #Trump #DepopulationAgenda,5.0
"How ironic is it that after the election, “tariff” was literally one of the most Googled words. ",3.0
"Why does a rainbow flag bother conservatives so much? Are you that fragile?
Do you agree that closing the Border is more important than Climate change ??
They're not pro life. They're pro birth. Once a child is born they stop caring.
We have a massive trade deficit because we don’t enforce tariffs. Fix it!
The same people who say 'only the police should have guns' are the ones calling to defund the police. Make it make sense!",3.0
"I support equal rights, not special privileges.",2.0
"is a chickenshit. Just repeating and repeating, like the ineffectual Harper-IDU-puppet that he is. #cdnpoli  #cdnmedia  #elxn43  #NeverScheer   #YankeeDoodleAndy   Is. #UnfitForOffice  #ChooseForwardWithTrudeau  #ChooseThePlanet #VoteLiberalStopTheCons",3.0
"So, it's official. Trump has just violated the Canada-US-Mexico Free Trade agreement that he himself signed.",1.0
"SpaceX reportedly plans to transform its Starbase site in South Texas into an incorporated city for its employees, aiming to develop housing, an office complex, and other amenities",3.0
"Thanks for the cheque, @fordnation I'm going to donate it to my @NewBlueON candidate to campaign against you!",4.0
"Two days before the election, Justin Trudeaus Liberals are back in front of the Conservatives in CBCs Canada Poll Tracker for the first time since Oct. 10, in what proves to be one of the closest in history #cdnpoli #elxn43",1.0
"If walls don’t work, why do politicians and celebrities live behind gated communities? The border wall is necessary for national security!",5.0
"Love  or hate him, here are some reasons to vote for the    Canada is one of only two G7 members with AAA credit rating   300K kids no longer living in poverty   Unemployment at 40-yr low  Economic growth rate higher than US  #cdnpoli #elxn43",2.0
BREAKING Donald Trump is serious about Canada becoming the 51st state. We get lower taxes and military protection. He thinks it’s a great idea,3.0
Calling for a,3.0
Arrested for swearing. Trudeau did that in the House of Commons!! #cdnpoli #elxn43,5.0
"No government in Canada's history has done more to invest and partner with Indigenous Peoples than our government,",1.0
"Republicans talk about 'freedom,' but they want to control women’s bodies, ban books, and suppress voters.",1.0
"hard to choose, but the pardon of the J Sixers and the pro lifers is probably still my favorite.",3.0
"Equality is not a ‘special privilege.’ LGBTQ+ people just want to be treated like everyone else.
Developers prioritize luxury condos over affordable housing. It’s time for government intervention!
If you don’t own a firearm this week is a good time to start and get properly trained. It is your constitutional right after all. 
Amazon removes protections for Black and LGBTQ+ employees from its company policies.
It's literally in the name. PRO-CHOICE as in do whatever the hell you want it's your CHOICE.",1.0
"There isnt enough coverage on the great campaign #TeamTrudeau has managed to pull off so far!   They seem poised for success, I agree with PM Chrtien!   #cdnpoli #elxn43 #ChooseForward",2.0
"American farmers suffered under Trump’s trade war. Tariffs hurt, not help.",2.0
"Checked in with my 83-year-old mother and 86-year-old father on #elxn43 who live in Lachine, Quebec  Mad at Trudeau feels Ottawa is wasting too much money however doesn't like Scheer either says he lies too much.  Leaning towards not voting this time.  #cdnpoli",3.0
"Raise the minimum wage! No one should be working full-time and still living in poverty.
No one should have to work 80 hours a week just to afford basic shelter!
The left wants to regulate landlords out of existence. Who will provide housing then?
America was built by immigrants. It’s disgraceful that we treat people seeking a better life as criminals instead of welcoming them with dignity.",4.0
"Since all things Sweden are so popular these  days, here is a real Swedish #climate scientist lamenting school indoctrination on #climate. Dr. Hans Jelbring, signatory w 500 others saying there is NO #ClimateEmergency  #ableg #abpoli #cdnpoli #elxn43",4.0
"During his press conference Trump blames Biden for the plane crash and accuses him of lowering aviation standards. Just last week, Trump fired the heads of TSA and the Coast Guard, disbanded the Aviation Security Committee and froze TSA hiring.",5.0
"he's a well-known rafidite-supporting jerk and nothing is done about it. Trudeau is a hypocrite - he brings in Syrian refugees fleeing from Iran's bombs and runs an Iranian regime supporter as an MP. #elxn43 #cdnpoli #TrudeauMustGo #TrudeauHypocrite
Reporter: Are you saying this crash was caused as a result of diversity hiring Trump: It could have been
Fascist republican officials in Louisiana have indicted a NY doctor for providing abortion healthcare and New York State officials are refusing to extradite her. Well done NY",3.0
"Ameen! why Trudeau gets away with supporting this racist shit in Quebec? Even Bernier didn't propose a Bill21 style hijab ban. Trudeau gives Quebec anything they ask. If Quebec asks for concentration camps - Trudeau will ensure that SNC-Lavalin gets the contract. #elxn43 #cdnpoli
I give Doug Ford full support for his pro Canada stance!",4.0
Justin Trudeau is so embarrassing. He is like the snitch in high school that nobody wants to associate with. Canadians are going to suffer for these retaliatory tarrifs and that’s all he wants.,4.0
"Stay lighthearted because this election is horrible.   Cuddle pandas &amp; dont accuse people of hating Trudeau when you dont know them.   #ChooseForward #elxn43
is sounding increasingly desperate - today he was attacking  as well as  - #Canada needs a new PM who won't be so divisive - that's  #TrudeauMustGo #cdnpoli #elxn43 #Divisive #Scheer4PM",4.0
PROUD,3.0
"Protectionism sounds nice, but tariffs only make everyday goods more expensive.",3.0
"I don't think #RFK is playing with his introductory 4 years... iono, but something is different with him.",3.0
Question: I’m trying to figure out how you came to the conclusion that DEI had something to do with this crash? Trump: Because I have common sense and unfortunately a lot of people don’t. F*ck this guy,2.0
"This VA clinic just took down their LGBTQ pride wall. Libs are crying and not coping well [laughing emoji]
It's happening... #Trump and team have made a start ? #WeThePeople",5.0
"I hope Bluesky provides a wider range of voices, including in media and politics. The bigger issue is the ongoing attacks by Elon Musk on the media and his open disdain for the work my colleagues and I do every day. I don’t want to add value to this platform anymore.",2.0
"election, in FEBRUARY, in Canada, should be illegal, it's freaking cold ! Nobody's going door to door !  #dougford   #ontario #canada",3.0
vaccines within 48 hours. Welcome to operation Stargate.,3.0
"If the government stopped taxing property owners so much, rents would be lower",4.0
Wake Up Canada - Project 2025 courtesy of Pierre Pollievre and his cronies Canadians deserve better than this hate filled weasel #voteaccordingly,1.0
"Two years from now, I want you to remember that I said this:

There will not be free or fair elections again in America. We elected a dictator, backed by the most corrupt political party in history, and we’re no longer a democracy.

Things won’t get better— only steadily worse.",1.0
This is all about money! They create a vaccine to cause turbo cancer. Then they create a vaccine for that cancer that costs thousands of dollars! We know better now!,5.0
"Children are still being detained at the border, and families are still being separated. This isn’t just a ‘policy issue’—it’s a moral crisis!",1.0
"My view is that, at this point, in the United States, the Republican Party is more in line with meritocracy and with personal freedom.",5.0
Not a damn pro lifers cares about,3.0
"said cancelling TMX is the price that will be paid for NDP to support a Trudeau minority. This would be the end of Canadian prosperity. We will become Venezuela, or be broken into pieces.   #CanadaDeservesBetter #elxn43",4.0
Seeking asylum is LEGAL under international law. Stop acting like people fleeing violence are criminals!,1.0
Justin Trudeau adresses a standing room only crowd of Liberal supporters at the Milton Banquet and Conference Centre. #cdnpoli #elxn43 #ChooseForward #4MoreYears #Trudeau #JustinTrudeau,3.0
"Liberals gotta get the ballot box question on who's going to get the essentials right. On Housing, Ontario is falling behind the entire country. How can we trust Doug to get Tarrifs right, when he couldn't get done what he promised he would",2.0
"If guns are the problem, why do cities with the strictest gun laws have the highest crime rates?",2.0
transformational,3.0
Christian Conservative,3.0
Pocahontas is not mentally stable.   RFK embarrassed her badly.  #RFK #RFKJrHearing,3.0
"roommate just got affordable housing in a walkable neighborhood, safe to say he’s pretty excited",2.0
